업체회원ID,상호명,주소,음식분야,음식점전화번호,사업자등록번호,테이블정보,메뉴정보,운영시간정보
null,홈밥,서울특별시 동대문구 휘경동 281-8 ,한식,null,null,null,null,null
null,곱창 정비소,서울특별시 동대문구 장안동 397-11 ,한식,null,null,null,null,null
null,청춘연가,서울특별시 동대문구 장안동 106-20 ,한식,null,null,null,null,null
null,최진사곰탕,서울특별시 동대문구 장안동 368-1 아트몰링 장안 ,한식,null,null,null,null,null
null,명동칼국수(답십리점),서울특별시 동대문구 답십리동 495-1 ,한식,null,null,null,null,null
null,베쌀집&샤브샤브,서울특별시 동대문구 답십리동 21-8 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,봄봄감자탕 그리고 코다리,서울특별시 동대문구 전농동 129-68 ,한식,null,null,null,null,null
null,신원식당,서울특별시 동대문구 장안동 365-6 화성빌딩 ,한식,null,null,null,null,null
null,정원식당,서울특별시 동대문구 제기동 486-20 ,한식,null,null,null,null,null
null,고기여행,서울특별시 동대문구 용두동 24-7 ,식육(숯불구이),null,null,null,null,null
null,서선생(先生)묵은지,서울특별시 동대문구 회기동 42-56 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,진키친,서울특별시 동대문구 회기동 16-87 ,한식,null,null,null,null,null
null,김여사짜장앤짬뽕,서울특별시 동대문구 용두동 127-10 ,중국식,null,null,null,null,null
null,닥터찬의찌개백반전농점,서울특별시 동대문구 전농동 645-2 동아아파트 ,한식,null,null,null,null,null
null,환상휴계점,서울특별시 동대문구 청량리동 291 ,한식,null,null,null,null,null
null,비앤에이치,서울특별시 동대문구 전농동 652-4 ,한식,null,null,null,null,null
null,고대골목집,서울특별시 동대문구 제기동 137-175 ,한식,null,null,null,null,null
null,신가네동춘찜닭,서울특별시 동대문구 전농동 558-73 ,한식,null,null,null,null,null
null,홍수계찜닭청량리역사점,서울특별시 동대문구 전농동 591-53 청량리역 롯데백화점 ,한식,null,null,null,null,null
null,벌교집구이랑찌개랑,서울특별시 동대문구 답십리동 492-1 네모313빌딩 ,한식,null,null,null,null,null
null,닭한마리칼국수,서울특별시 동대문구 용두동 112-26 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,밍차이,서울특별시 동대문구 장안동 384-6 장안동 근린생활시설 ,중국식,null,null,null,null,null
null,짱구 맛집,서울특별시 동대문구 제기동 575-2 ,한식,null,null,null,null,null
null,이천농장정육식당,서울특별시 동대문구 제기동 1019 경동시장 ,한식,null,null,null,null,null
null,한신,서울특별시 동대문구 청량리동 57-5 ,한식,null,null,null,null,null
null,한수담한식,서울특별시 동대문구 장안동 412-4 ,뷔페식,null,null,null,null,null
null,그레이스(Grace),서울특별시 동대문구 회기동 60-60 ,한식,null,null,null,null,null
null,훔친갈비공장,서울특별시 동대문구 제기동 1054-1 ,한식,null,null,null,null,null
null,빈체로전농점,서울특별시 동대문구 전농동 10 전농 SK아파트 ,경양식,null,null,null,null,null
null,명품금돼지,서울특별시 동대문구 장안동 585 성우스타팰리스 ,한식,null,null,null,null,null
null,갈치가보리를물고찌게속으로,서울특별시 동대문구 휘경동 149-30 ,한식,null,null,null,null,null
null,스시지,서울특별시 동대문구 답십리동 21-8 ,일식,null,null,null,null,null
null,미뇽(MIGNON),서울특별시 동대문구 제기동 142-16 ,경양식,null,null,null,null,null
null,그옛날1947왕만두,서울특별시 동대문구 이문동 78-27 ,한식,null,null,null,null,null
null,라봉크랩 청계점,서울특별시 동대문구 용두동 255-53 청광빌딩 ,한식,null,null,null,null,null
null,평양냉면,서울특별시 동대문구 제기동 1013 ,한식,null,null,null,null,null
null,베트남 테이블,서울특별시 동대문구 장안동 399-31 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,남도보쌈파전,서울특별시 동대문구 장안동 305-5 ,한식,null,null,null,null,null
null,고흥식당,서울특별시 동대문구 제기동 896 ,한식,null,null,null,null,null
null,안계식당,서울특별시 동대문구 제기동 345-23 ,한식,null,null,null,null,null
null,처음처럼,서울특별시 동대문구 전농동 204-224 ,한식,null,null,null,null,null
null,일곱평,서울특별시 동대문구 제기동 136-160 ,한식,null,null,null,null,null
null,소내장집(Bei Bei Niu ZaBao),서울특별시 동대문구 회기동 3-79 ,한식,null,null,null,null,null
null,행운다방,서울특별시 동대문구 전농동 646-61 ,한식,null,null,null,null,null
null,경동,서울특별시 동대문구 제기동 847-6 ,한식,null,null,null,null,null
null,전주밥상,서울특별시 동대문구 용두동 20-28 ,한식,null,null,null,null,null
null,헤이즐넛버터,서울특별시 동대문구 회기동 42-80 MAIBAUM 회기 ,일식,null,null,null,null,null
null,채서원 병천순대,서울특별시 동대문구 회기동 61-5 ,한식,null,null,null,null,null
null,답구정동,서울특별시 동대문구 답십리동 496-3 ,한식,null,null,null,null,null
null,반해버린 족발,서울특별시 동대문구 휘경동 122-6 ,한식,null,null,null,null,null
null,키친요로시쿠,서울특별시 동대문구 회기동 3-24 ,일식,null,null,null,null,null
null,동네오빠,서울특별시 동대문구 장안동 368-4 ,한식,null,null,null,null,null
null,조선닭갈비파전,서울특별시 동대문구 답십리동 258-8 ,한식,null,null,null,null,null
null,천심,서울특별시 동대문구 답십리동 483-20 ,한식,null,null,null,null,null
null,정글포차,서울특별시 동대문구 용두동 235-18 ,한식,null,null,null,null,null
null,풍모란,서울특별시 동대문구 답십리동 488-37 ,한식,null,null,null,null,null
null,MJ24불가마스파랜드,서울특별시 동대문구 회기동 67-3 ,한식,null,null,null,null,null
null,장안벌함흥냉면,서울특별시 동대문구 장안동 361-1 ,한식,null,null,null,null,null
null,두레박,서울특별시 동대문구 신설동 109-5 서울풍물시장 ,횟집,null,null,null,null,null
null,고기나라 돼통령,서울특별시 동대문구 장안동 313-7 장안동신부파스카아파트 ,한식,null,null,null,null,null
null,수제왕갈비,서울특별시 동대문구 이문동 256-361 ,한식,null,null,null,null,null
null,오늘도 스시,서울특별시 동대문구 청량리동 57-7 ,일식,null,null,null,null,null
null,더(the)수제돈까스 장안점,서울특별시 동대문구 장안동 183-4 한일연립 ,일식,null,null,null,null,null
null,신라방 마라탕 장안동맛집,서울특별시 동대문구 장안동 424-9 ,중국식,null,null,null,null,null
null,꽃보다족발,서울특별시 동대문구 전농동 209-3 ,한식,null,null,null,null,null
null,산골오리,서울특별시 동대문구 장안동 306-3 ,한식,null,null,null,null,null
null,고향식당,서울특별시 동대문구 제기동 892-71 한솔동의보감 ,한식,null,null,null,null,null
null,마라마라,서울특별시 동대문구 이문동 64 쌍용아파트 ,중국식,null,null,null,null,null
null,삼시세끼,서울특별시 동대문구 전농동 620-29 ,한식,null,null,null,null,null
null,꼴목 경희대점,서울특별시 동대문구 회기동 42-48 ,한식,null,null,null,null,null
null,오레노카츠,서울특별시 동대문구 답십리동 245-2 ,일식,null,null,null,null,null
null,끼니,서울특별시 동대문구 신설동 30-4 ,한식,null,null,null,null,null
null,고무래,서울특별시 동대문구 장안동 335-8 르.메이에르 장안타운 5차 ,한식,null,null,null,null,null
null,신설동 그집돼지,서울특별시 동대문구 용두동 234-61 ,한식,null,null,null,null,null
null,얼땅쟈,서울특별시 동대문구 회기동 42-45 ,중국식,null,null,null,null,null
null,국수천천히,서울특별시 동대문구 전농동 124-25 ,한식,null,null,null,null,null
null,신의주찹쌀순대,서울특별시 동대문구 장안동 334-7 ,한식,null,null,null,null,null
null,만냥회,서울특별시 동대문구 장안동 430-2 ,한식,null,null,null,null,null
null,비전식당,서울특별시 동대문구 제기동 486-29 ,한식,null,null,null,null,null
null,백가짼빙궈즈전문점,서울특별시 동대문구 제기동 132-20 ,중국식,null,null,null,null,null
null,곱창인생,서울특별시 동대문구 답십리동 68-1 ,한식,null,null,null,null,null
null,용두 시네마,서울특별시 동대문구 용두동 39-61 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,미나리식당,서울특별시 동대문구 답십리동 955-7 ,한식,null,null,null,null,null
null,난바우동 회기점,서울특별시 동대문구 회기동 16-73 ,한식,null,null,null,null,null
null,신설동1억해장국267,서울특별시 동대문구 신설동 114-42 ,한식,null,null,null,null,null
null,88 & 상회,서울특별시 동대문구 장안동 345-3 ,한식,null,null,null,null,null
null,꼬지사께서울전농점,서울특별시 동대문구 답십리동 94-9 목련빌딩 ,한식,null,null,null,null,null
null,장안정,서울특별시 동대문구 장안동 308-9 ,한식,null,null,null,null,null
null,더벙커,서울특별시 동대문구 회기동 25 ,한식,null,null,null,null,null
null,커피굽는라이로스터라이,서울특별시 동대문구 장안동 347-9 ,한식,null,null,null,null,null
null,행운식당,서울특별시 동대문구 답십리동 530-4 보광타워 ,한식,null,null,null,null,null
null,스시사이젠,서울특별시 동대문구 장안동 423-2 ,일식,null,null,null,null,null
null,풍천숯불장어세상,서울특별시 동대문구 이문동 256-371 ,한식,null,null,null,null,null
null,엄나무골 삼계탕,서울특별시 동대문구 제기동 635-21 ,한식,null,null,null,null,null
null,8.Oli(에잇올리),서울특별시 동대문구 회기동 3-79 ,경양식,null,null,null,null,null
null,제이와이.K푸드,서울특별시 동대문구 전농동 648-137 ,한식,null,null,null,null,null
null,철판왕만두,서울특별시 동대문구 장안동 307-3 ,한식,null,null,null,null,null
null,수정이불(청량회관),서울특별시 동대문구 청량리동 42-14 ,일식,null,null,null,null,null
null,(주)프라임유통,서울특별시 동대문구 제기동 426-4 ,한식,null,null,null,null,null
null,미연 마라탕,서울특별시 동대문구 이문동 288-37 ,중국식,null,null,null,null,null
null,촨커,서울특별시 동대문구 이문동 349-11 ,중국식,null,null,null,null,null
null,마장동동바곱창,서울특별시 동대문구 답십리동 496-3 ,한식,null,null,null,null,null
null,주식회사하이즈야코리아,서울특별시 동대문구 제기동 137-15 ,중국식,null,null,null,null,null
null,짱닭,서울특별시 동대문구 휘경동 150-12 ,한식,null,null,null,null,null
null,대경양꼬치,서울특별시 동대문구 장안동 345-3 ,중국식,null,null,null,null,null
null,이면,서울특별시 동대문구 제기동 1019 경동시장 ,한식,null,null,null,null,null
null,코지인 무르무르,서울특별시 동대문구 회기동 60-41 ,경양식,null,null,null,null,null
null,마라천국,서울특별시 동대문구 장안동 382-23 ,중국식,null,null,null,null,null
null,밀(meal)(따뜻한 한끼),서울특별시 동대문구 장안동 167-14 ,경양식,null,null,null,null,null
null,옆집떡볶이 장안점,서울특별시 동대문구 장안동 190-82 하나로빌딩 ,한식,null,null,null,null,null
null,중국관,서울특별시 동대문구 제기동 122-290 ,중국식,null,null,null,null,null
null,싸다구회수산,서울특별시 동대문구 전농동 124-27 ,횟집,null,null,null,null,null
null,이령김밥,서울특별시 동대문구 이문동 250-3 ,한식,null,null,null,null,null
null,부어치킨 휘경점,서울특별시 동대문구 휘경동 276-40 ,한식,null,null,null,null,null
null,인생설렁탕 경희대점,서울특별시 동대문구 회기동 42-84 ,한식,null,null,null,null,null
null,스시화,서울특별시 동대문구 청량리동 30-17 ,일식,null,null,null,null,null
null,백미향마라탕고대점,서울특별시 동대문구 제기동 137-97 KEBY타워 ,중국식,null,null,null,null,null
null,나주곰탕나주전,서울특별시 동대문구 용두동 39-60 ,한식,null,null,null,null,null
null,민수정육식당,서울특별시 동대문구 전농동 498-12 ,한식,null,null,null,null,null
null,죽도령,서울특별시 동대문구 장안동 394-15 ,경양식,null,null,null,null,null
null,고향왕파전,서울특별시 동대문구 휘경동 329 ,한식,null,null,null,null,null
null,사까야,서울특별시 동대문구 용두동 104-26 ,일식,null,null,null,null,null
null,신마라탕,서울특별시 동대문구 제기동 137-423 ,중국식,null,null,null,null,null
null,신훠궈뷔페,서울특별시 동대문구 제기동 137-423 ,중국식,null,null,null,null,null
null,빅(VIC),서울특별시 동대문구 제기동 67-410 ,경양식,null,null,null,null,null
null,엄마맘약선김밥,서울특별시 동대문구 신설동 29-1 ,한식,null,null,null,null,null
null,양꼬치 And 양갈비,서울특별시 동대문구 장안동 374-11 진성빌딩 ,중국식,null,null,null,null,null
null,할머니보쌈,서울특별시 동대문구 이문동 264-249 ,한식,null,null,null,null,null
null,진가 마라룽샤,서울특별시 동대문구 회기동 16-43 ,중국식,null,null,null,null,null
null,명륜진사갈비 신설동점,서울특별시 동대문구 신설동 103-9 ,한식,null,null,null,null,null
null,최강노가리,서울특별시 동대문구 장안동 460-5 ,한식,null,null,null,null,null
null,복코돼지,서울특별시 동대문구 전농동 647-20 ,한식,null,null,null,null,null
null,우마양대창,서울특별시 동대문구 전농동 498-10 ,한식,null,null,null,null,null
null,골목집,서울특별시 동대문구 제기동 1017 ,한식,null,null,null,null,null
null,엄마손돼지불백,서울특별시 동대문구 장안동 186-8 ,한식,null,null,null,null,null
null,끌텅,서울특별시 동대문구 장안동 314-5 ,한식,null,null,null,null,null
null,다래옥,서울특별시 동대문구 신설동 103-20 ,중국식,null,null,null,null,null
null,정성푸드,서울특별시 동대문구 전농동 26-8 ,한식,null,null,null,null,null
null,판다마라,서울특별시 동대문구 용두동 127-19 ,중국식,null,null,null,null,null
null,스시덴고쿠 청량리점,서울특별시 동대문구 전농동 591-53 청량리역 롯데백화점 ,일식,null,null,null,null,null
null,저기압일때 고기앞으로,서울특별시 동대문구 청량리동 521 ,한식,null,null,null,null,null
null,우정식당,서울특별시 동대문구 제기동 486-29 ,한식,null,null,null,null,null
null,민이식당,서울특별시 동대문구 이문동 237-17 ,한식,null,null,null,null,null
null,술먹고밥먹고,서울특별시 동대문구 장안동 381-13 ,한식,null,null,null,null,null
null,제이엠푸드,서울특별시 동대문구 전농동 648-137 ,한식,null,null,null,null,null
null,일광족발,서울특별시 동대문구 제기동 635-11 ,한식,null,null,null,null,null
null,모아키친,서울특별시 동대문구 답십리동 530-4 보광타워 ,경양식,null,null,null,null,null
null,오봉집,서울특별시 동대문구 답십리동 53-7 ,한식,null,null,null,null,null
null,청량리 숯불닭갈비,서울특별시 동대문구 청량리동 741 ,한식,null,null,null,null,null
null,백순오 간장게장  순오가,서울특별시 동대문구 답십리동 256-47 ,한식,null,null,null,null,null
null,개그맨 이경래의 참숯갈비,서울특별시 동대문구 휘경동 312-46 ,한식,null,null,null,null,null
null,원할머니보쌈회기배달점,서울특별시 동대문구 회기동 103-16 ,한식,null,null,null,null,null
null,굿가이즈 포핸즈,서울특별시 동대문구 전농동 103-91 ,한식,null,null,null,null,null
null,이문,서울특별시 동대문구 이문동 288-45 ,한식,null,null,null,null,null
null,우정식당,서울특별시 동대문구 휘경동 286-330 ,한식,null,null,null,null,null
null,에이유(AU),서울특별시 동대문구 회기동 42-57 ,한식,null,null,null,null,null
null,19고깃집,서울특별시 동대문구 전농동 103-294 ,한식,null,null,null,null,null
null,마라대학,서울특별시 동대문구 휘경동 319-8 ,중국식,null,null,null,null,null
null,곽씨아저씨네,서울특별시 동대문구 제기동 136-53 ,한식,null,null,null,null,null
null,백반집,서울특별시 동대문구 장안동 370-12 ,한식,null,null,null,null,null
null,닭봉씨,서울특별시 동대문구 이문동 175-18 ,한식,null,null,null,null,null
null,주식회사 참쉬운푸드솔루션 장안지점,서울특별시 동대문구 장안동 324-1 웰빙프라자 ,한식,null,null,null,null,null
null,집반찬,서울특별시 동대문구 답십리동 269-18 ,한식,null,null,null,null,null
null,(주)비케이우대갈비,서울특별시 동대문구 장안동 345-1 어반슈필라움 ,한식,null,null,null,null,null
null,스시준몽,서울특별시 동대문구 장안동 337-20 ,일식,null,null,null,null,null
null,제육볶음나라,서울특별시 동대문구 전농동 130-21 그린캐슬 ,한식,null,null,null,null,null
null,박가뼈다귀 안암점,서울특별시 동대문구 제기동 1153-16 재경포항학사 ,한식,null,null,null,null,null
null,풍천민물장어,서울특별시 동대문구 장안동 394-10 ,한식,null,null,null,null,null
null,행복한식탁,서울특별시 동대문구 장안동 309-2 정성빌딩 ,한식,null,null,null,null,null
null,밥스틸러 김치찜,서울특별시 동대문구 청량리동 52-19 ,한식,null,null,null,null,null
null,육회바른연어 외대점,서울특별시 동대문구 이문동 306-4 ,한식,null,null,null,null,null
null,십이점오도(12.5˚),서울특별시 동대문구 답십리동 36-62 ,경양식,null,null,null,null,null
null,조선감저,서울특별시 동대문구 장안동 107-19 ,한식,null,null,null,null,null
null,솥뚜껑 삼겹살집,서울특별시 동대문구 이문동 250-3 ,한식,null,null,null,null,null
null,김가네김밥,서울특별시 동대문구 전농동 204-225 ,한식,null,null,null,null,null
null,홍콩반점 0410 답십리점,서울특별시 동대문구 답십리동 494-1 한일노벨리아 ,중국식,null,null,null,null,null
null,옛사랑,서울특별시 동대문구 장안동 436-2 ,한식,null,null,null,null,null
null,박가부대 신설동역점,서울특별시 동대문구 신설동 80-1 ,한식,null,null,null,null,null
null,진미가정식백반,서울특별시 동대문구 이문동 255-203 ,한식,null,null,null,null,null
null,고래한입피자 휘경점,서울특별시 동대문구 휘경동 294-163 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,꽁보리밥,서울특별시 동대문구 장안동 390-14 ,한식,null,null,null,null,null
null,티엔티푸드 서울보호관찰소,서울특별시 동대문구 휘경동 43-1 서울보호관찰소 ,한식,null,null,null,null,null
null,맹자네떡볶이,서울특별시 동대문구 휘경동 276-48 ,한식,null,null,null,null,null
null,토핑의신,서울특별시 동대문구 이문동 126-38 ,경양식,null,null,null,null,null
null,소담촌,서울특별시 동대문구 용두동 234-1 ,한식,null,null,null,null,null
null,굿모닝(Goodmoring),서울특별시 동대문구 휘경동 151-3 ,경양식,null,null,null,null,null
null,맛있게싸게 홍게대게,서울특별시 동대문구 전농동 357-5 ,일식,null,null,null,null,null
null,팟타이킹sg35asia,서울특별시 동대문구 전농동 204-221 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,청계소담 왕갈비탕,서울특별시 동대문구 답십리동 472-50 ,한식,null,null,null,null,null
null,88식당,서울특별시 동대문구 답십리동 530-8 골든메카 ,한식,null,null,null,null,null
null,어사또 청량리점,서울특별시 동대문구 제기동 635-35 ,한식,null,null,null,null,null
null,철탑,서울특별시 동대문구 제기동 1115-15 ,한식,null,null,null,null,null
null,별미한식뷔페,서울특별시 동대문구 신설동 102-27 ,한식,null,null,null,null,null
null,장안정,서울특별시 동대문구 장안동 368-1 아트몰링 장안 ,일식,null,null,null,null,null
null,전주팔미콩나물국밥 장안점,서울특별시 동대문구 장안동 429-5 ,한식,null,null,null,null,null
null,적정온도℃,서울특별시 동대문구 장안동 389-10 ,경양식,null,null,null,null,null
null,동서비빔국수,서울특별시 동대문구 답십리동 496-1 ,한식,null,null,null,null,null
null,제이에스파트너스,서울특별시 동대문구 답십리동 21-59 ,한식,null,null,null,null,null
null,정편백,서울특별시 동대문구 전농동 568-5 ,한식,null,null,null,null,null
null,스쿨푸드 딜리버리 장안점,서울특별시 동대문구 답십리동 1-174 ,한식,null,null,null,null,null
null,김우리식당,서울특별시 동대문구 용두동 220-4 ,한식,null,null,null,null,null
null,황토와소나무사우나식당,서울특별시 동대문구 전농동 6 전농우성아파트 ,한식,null,null,null,null,null
null,홍콩솥밥왕,서울특별시 동대문구 청량리동 526 ,한식,null,null,null,null,null
null,속초아바이순대국밥,서울특별시 동대문구 장안동 289-4 ,한식,null,null,null,null,null
null,우차이,서울특별시 동대문구 회기동 16-35 ,중국식,null,null,null,null,null
null,명륜진사갈비,서울특별시 동대문구 용두동 39-810 ,한식,null,null,null,null,null
null,장안제일손칼국수,서울특별시 동대문구 장안동 113-8 ,한식,null,null,null,null,null
null,라마,서울특별시 동대문구 휘경동 294-163 ,경양식,null,null,null,null,null
null,혼부라더스,서울특별시 동대문구 용두동 102-159 ,한식,null,null,null,null,null
null,킹(King) 마라훠궈,서울특별시 동대문구 신설동 76-25 ,중국식,null,null,null,null,null
null,찜닭 대장 이문점,서울특별시 동대문구 이문동 255-187 ,한식,null,null,null,null,null
null,제순이네,서울특별시 동대문구 전농동 149-1 ,한식,null,null,null,null,null
null,지노돈까스,서울특별시 동대문구 청량리동 36-14 ,일식,null,null,null,null,null
null,현집,서울특별시 동대문구 제기동 1142-6 ,한식,null,null,null,null,null
null,단밤,서울특별시 동대문구 답십리동 530-17 한성아펠시티 ,한식,null,null,null,null,null
null,유정보쌈칼국수해물찜,서울특별시 동대문구 장안동 294-11 참 튼튼병원 빌딩 ,한식,null,null,null,null,null
null,서울마님죽,서울특별시 동대문구 전농동 295-48 북동점포 ,한식,null,null,null,null,null
null,참진한순대국,서울특별시 동대문구 장안동 186-33 ,한식,null,null,null,null,null
null,광장,서울특별시 동대문구 청량리동 738 청량리현대코아 ,한식,null,null,null,null,null
null,오마이돈,서울특별시 동대문구 장안동 387-4 ,한식,null,null,null,null,null
null,소림마라 동대문점,서울특별시 동대문구 답십리동 530-4 보광타워 ,중국식,null,null,null,null,null
null,고소운,서울특별시 동대문구 이문동 288-40 ,한식,null,null,null,null,null
null,현덕육회,서울특별시 동대문구 제기동 574 ,한식,null,null,null,null,null
null,은행골,서울특별시 동대문구 회기동 45-62 ,일식,null,null,null,null,null
null,정담,서울특별시 동대문구 용두동 764-13 ,한식,null,null,null,null,null
null,옛날순대국,서울특별시 동대문구 제기동 285-33 ,한식,null,null,null,null,null
null,사천면가,서울특별시 동대문구 이문동 331-1 ,중국식,null,null,null,null,null
null,오르새피자 전농답십리점,서울특별시 동대문구 전농동 1-73 ,경양식,null,null,null,null,null
null,제육스,서울특별시 동대문구 휘경동 294-316 ,한식,null,null,null,null,null
null,언니네,서울특별시 동대문구 제기동 630-8 ,한식,null,null,null,null,null
null,파파도나스 장안점,서울특별시 동대문구 장안동 295-7 ,경양식,null,null,null,null,null
null,동해안세꼬시,서울특별시 동대문구 답십리동 263-1 ,횟집,null,null,null,null,null
null,웃돌목소머리국밥,서울특별시 동대문구 제기동 136-235 ,한식,null,null,null,null,null
null,장평칼국수,서울특별시 동대문구 장안동 438-4 ,한식,null,null,null,null,null
null,이문동 불탄 곱창,서울특별시 동대문구 이문동 165-73 ,한식,null,null,null,null,null
null,알촌 경희·외대 직영점,서울특별시 동대문구 이문동 331-1 ,한식,null,null,null,null,null
null,상진푸드 본점,서울특별시 동대문구 청량리동 215-51 ,한식,null,null,null,null,null
null,성원유황오리,서울특별시 동대문구 이문동 237-153 ,한식,null,null,null,null,null
null,권사부순대국,서울특별시 동대문구 전농동 103-287 ,한식,null,null,null,null,null
null,혼밥대왕,서울특별시 동대문구 전농동 103-305 ,한식,null,null,null,null,null
null,행님 디저트카페 장안점,서울특별시 동대문구 장안동 338-6 ,경양식,null,null,null,null,null
null,우더스,서울특별시 동대문구 용두동 39-895 ,경양식,null,null,null,null,null
null,오소록,서울특별시 동대문구 답십리동 276-24 ,한식,null,null,null,null,null
null,카페 뜨랑,서울특별시 동대문구 청량리동 57-7 ,경양식,null,null,null,null,null
null,둥구리 투,서울특별시 동대문구 전농동 204-221 ,한식,null,null,null,null,null
null,한잔해,서울특별시 동대문구 장안동 382-25 ,한식,null,null,null,null,null
null,두들이네,서울특별시 동대문구 회기동 16-38 ,한식,null,null,null,null,null
null,타오타이랑 장안점,서울특별시 동대문구 장안동 368-1 아트몰링 장안 ,중국식,null,null,null,null,null
null,오레노카츠 신설동점,서울특별시 동대문구 신설동 89-74 ,경양식,null,null,null,null,null
null,지짐이,서울특별시 동대문구 용두동 231-5 ,한식,null,null,null,null,null
null,용이기,서울특별시 동대문구 회기동 60-67 ,한식,null,null,null,null,null
null,참진한순대국,서울특별시 동대문구 용두동 122-52 ,한식,null,null,null,null,null
null,강릉항,서울특별시 동대문구 답십리동 465-137 ,한식,null,null,null,null,null
null,공릉동원조멸치국수,서울특별시 동대문구 이문동 251-7 ,한식,null,null,null,null,null
null,전농초밥,서울특별시 동대문구 전농동 32-4 전농동하우스토리 ,일식,null,null,null,null,null
null,만추 롯데백화점 청량리점,서울특별시 동대문구 전농동 591-53 청량리역 롯데백화점 ,중국식,null,null,null,null,null
null,도톰,서울특별시 동대문구 장안동 460-2 ,한식,null,null,null,null,null
null,물로,서울특별시 동대문구 답십리동 472-46 ,경양식,null,null,null,null,null
null,BHC답십리점,서울특별시 동대문구 답십리동 257-3 ,한식,null,null,null,null,null
null,권&고 Food,서울특별시 동대문구 장안동 390-11 ,한식,null,null,null,null,null
null,은주네 통영 횟집,서울특별시 동대문구 전농동 295-150 ,일식,null,null,null,null,null
null,감초식당,서울특별시 동대문구 제기동 892-128 ,한식,null,null,null,null,null
null,청량리뼈구이,서울특별시 동대문구 제기동 457 ,한식,null,null,null,null,null
null,이웃사촌,서울특별시 동대문구 제기동 989-6 ,한식,null,null,null,null,null
null,만선애꿈,서울특별시 동대문구 장안동 580 위더스빌 ,한식,null,null,null,null,null
null,지혜식당,서울특별시 동대문구 장안동 406-10 ,한식,null,null,null,null,null
null,새벽두시,서울특별시 동대문구 휘경동 286-334 ,경양식,null,null,null,null,null
null,이문식당(한식뷔페),서울특별시 동대문구 이문동 291-37 더 메디칼빌딩 ,한식,null,null,null,null,null
null,명랑 부대찌개,서울특별시 동대문구 장안동 422-9 ,한식,null,null,null,null,null
null,경양카츠 제기점,서울특별시 동대문구 용두동 104-3 동대문 푸르지오시티 ,일식,null,null,null,null,null
null,어산장안점,서울특별시 동대문구 장안동 426-6 ,횟집,null,null,null,null,null
null,대성가마솥설렁탕,서울특별시 동대문구 장안동 381-3 ,한식,null,null,null,null,null
null,계포동,서울특별시 동대문구 장안동 448-1 ,한식,null,null,null,null,null
null,더담플러스주식회사 더바다마켓 전농점,서울특별시 동대문구 전농동 183-31 ,한식,null,null,null,null,null
null,휘경곱창,서울특별시 동대문구 휘경동 163-9 ,한식,null,null,null,null,null
null,마코토키친,서울특별시 동대문구 장안동 289-4 ,일식,null,null,null,null,null
null,먹자,서울특별시 동대문구 청량리동 11-16 ,중국식,null,null,null,null,null
null,두마리찜닭 두찜 동대문 청량리점,서울특별시 동대문구 청량리동 50-12 ,한식,null,null,null,null,null
null,엄마의 덮밥,서울특별시 동대문구 장안동 437-6 ,한식,null,null,null,null,null
null,싸다아구찜&청량리점,서울특별시 동대문구 제기동 483 ,한식,null,null,null,null,null
null,성남순대,서울특별시 동대문구 청량리동 773 ,한식,null,null,null,null,null
null,희희(喜喜)키친,서울특별시 동대문구 장안동 318-16 ,한식,null,null,null,null,null
null,어머니 대성집,서울특별시 동대문구 용두동 232-26 ,한식,null,null,null,null,null
null,훔친갈비포차,서울특별시 동대문구 제기동 1054-1 ,한식,null,null,null,null,null
null,삼성명가식당,서울특별시 동대문구 이문동 264-445 ,한식,null,null,null,null,null
null,보글보글,서울특별시 동대문구 전농동 620-27 청량리창보리버리치1차오피스텔 ,한식,null,null,null,null,null
null,취홍별관,서울특별시 동대문구 청량리동 366 ,중국식,null,null,null,null,null
null,역대짬뽕본점,서울특별시 동대문구 장안동 415-7 ,중국식,null,null,null,null,null
null,승키친,서울특별시 동대문구 장안동 330-9 ,한식,null,null,null,null,null
null,아라연대게3호점,서울특별시 동대문구 장안동 382-1 ,횟집,null,null,null,null,null
null,컴포즈커피 휘경주공점,서울특별시 동대문구 장안동 94-27 예신프라자 ,경양식,null,null,null,null,null
null,행컵 회기점,서울특별시 동대문구 휘경동 294-185 ,한식,null,null,null,null,null
null,뜨락,서울특별시 동대문구 청량리동 205-281 ,한식,null,null,null,null,null
null,한상차림 코다리명가,서울특별시 동대문구 답십리동 1012 ,한식,null,null,null,null,null
null,딜리버리 푸드,서울특별시 동대문구 제기동 822-4 ,한식,null,null,null,null,null
null,THE+짬뽕,서울특별시 동대문구 장안동 430-2 ,중국식,null,null,null,null,null
null,디올리,서울특별시 동대문구 장안동 349-13 ,경양식,null,null,null,null,null
null,쌀국수공방,서울특별시 동대문구 답십리동 492-1 네모313빌딩 ,한식,null,null,null,null,null
null,리얼안심탕수육&리얼하노이 청량리점,서울특별시 동대문구 청량리동 234-2 현대아파트 ,중국식,null,null,null,null,null
